SIG. TOP,Código,NOMBRE AUTOR,TITULO LIBRO,Edición,Cant.
614/O65-ESEN,ESEN-3057-3058,OPS/OMS,Principios Epidemiología para el Control de Enfermedades: Enfermedad de la Población,1994,2
610.730/O65-ESEN,"ESEN-3059-3061, 3551-3552",OPS,El Departamento de Registros Médicos: Guía para su Organización,1990,5
618.92/O65-ESEN,ESEN-3062,OPS,Tratamiento del niño con infección respiratoria aguda. Serie Paltex,1988,1
610.73/M26-ESEN,ESEN-3067,"MARRINER-TOMEY, Ann",Modelos y Teorías en Enfermería,1994,1
610.730/O65-ESEN,ESEN-3068-3069,CIDEPSA-OPS,Desarrollo de Recursos Humanos en Salud: Investigación en Recursos Humanos en Salud,,2
616/P68-ESEN,ESEN-3071,"PLUM, Fred; POSNER, Jerome",Estupor y Coma,1982,1
610.736/O65-ESEN,ESEN-3072,OPS,Manual sobre el enfoque de Riesgo en la Atención Maternoinfantil,1986,1
610.730/O65-ESEN,"ESEN-3074, 4322",CIDEPSA-OPS,Desarrollo de Recursos Humanos en Salud: Formación de Recursos Humanos en Salud,,2
302.5/F54-ESEN,ESEN-3075,"FINGERMANN, Gregorio","Relaciones Humanas, Fundamentos Psicológicos y Sociales",1989,1
618.22/N49-ESEN,ESEN-3076,"NEWMAN, B.; NEWMAN, P.",Desarrollo del niño,1991,1
610.730/O65-ESEN,ESEN-3077,CIDEPSA-OPS,Desarrollo de la Salud y Recursos Humanos: Políticas Sociales y de Salud Internacional,,1
610.730/O65-ESEN,ESEN-3078,CIDEPSA-OPS,Desarrollo de Recursos Humanos en Salud: Políticas y Planificación de Recursos Humano en Salud,,1
610.03/M26-ESEN,ESEN-3089,"MERLO, Juan Carlos",Nuevo Diccionario de Ciencias Médicas Dorland,1992,1
612.64/D87-ESEN,ESEN-3091,"DOLLANDER, Alexis; FENART, Raphael",Elementos de Embriología,1986,1
612.64/M78-ESEN,ESEN-3092,"MOORE, Keith",Embriología Básica,1990,1
611/B81-ESEN,ESEN-3120,Robert J.Brady,Curso Programado de Anatomía y Fisiología: Sistema Urinario,1986,1
611/B81-ESEN,"ESEN-3121, 3127",Robert J.Brady,Curso Programado de Anatomía y Fisiología: Sistema Muscular,1986,2
611/B81-ESEN,ESEN-3122,Robert J.Brady,Curso Programado de Anatomía y Fisiología: Sistema Respiratorio,1986,1
611/B81-ESEN,ESEN-3123-3124,Robert J. Beady,Curso programado de anatomía y fisiología: Sistema Reproductor,1986,2
611/B81-ESEN,ESEN-3125-3126,Robert J.Brady,Curso Programado de Anatomía y Fisiología: Sistema Nervioso,1986,2
614/O65-ESEN,"ESEN-3128-3131, 3143",OPS/OMS,Principios de Epidemiología para el Control de Enfermedades: Vigilancia Epidemiología,,5
614/O65-ESEN,"ESEN-3132, 3134-3136",OPS/OMS,Principios de Epidemiología para el Control de Enfermedades: Control de Enfermedades en la Población,,4
614/O65-ESEN,"ESEN-3133, 3139-3141",OPS/OMS,Principios de Epidemiología para el Control de Enfermedades: Respuestas,,4
614/O65-ESEN,"ESEN-3137-3138, 3142",OPS/OMS,Principios de Epidemiología para el Control de Enfermedades: Investigación Epidemiológica,,3
614.4/O65-ESEN,ESEN-3146,OPS,Principios Epidemiología para el Control de Enfermedades: Cuantificación de los Problemas de Salud,,1
030/G22-ESEN,ESEN-3160,"GARCIA-PELAYO, Ramón; GROSS",El Pequeño Larrouse Ilustrado,1988,1
612/V77-ESEN,ESEN-3161,"URIBE MESA, Adolfo Leon",Manual para Exámen Físico del Normal,1994,1
617.96/D81-ESEN,ESEN-3169,"DRIPPS, Robert; ECKENHOFF, James; VANDAM, Leroy",Anestesiología,1989,1
305.3/G31-ESEN,ESEN-3170,Osvaldo Gavagnin T.,Estilos de Desarrollo y Realidad Nacional (Siglos XIX y XX),1989,1
301/H76-ESEN,ESEN-3171,"HORTON, P.; HUNT, Ch.",Sociología,1988,1
150/G95-ESEN,ESEN-3172,"GUTIERREZ VASQUEZ, Ramiro","Psicología  Educacional, del Conductismo al Contructismo",1995,1
658.1/P35-ESEN,ESEN-3173,"PFEFFER, Jeffrey",Organizaciones y teoría de la organización,1987,1
362.174/Y37-ESEN,ESEN-3176,"YATES, A.; MOORHEAD, P.; ADAMS, A.",Cuidado Intensivo,1984,1
610.736/L29-ESEN,ESEN-3177,"CRAWFORD, Annie; KILANDER, Virginia",Enfermería Psiquiátrica y Salud Mental,1987,1
618/O65-ESEN,ESEN-3179,OPS,Salud Ambiental con Posterioridad a los desastres naturales,1983,1
618.97/R36-ESEN,ESEN-3181,"REICHEL, William",Aspectos Clínicos del Envejecimiento,1981,1
610.736/V63-ESEN,ESEN-3189,"VIGURIA SALVADOR, Lucía",Intervención de la Enfermera en Semiología Psquiátrica,1995,1
574/S79-ESEN,ESEN-3191-3192,"STEEL, Robert; TORRIE, James",Bioestadística: Principios y Procedimientos,1988,2
618.92/O65-ESEN,ESEN-3200,OPS,Infecciones respiratorias agudas en las Américas,1992,1
616.65/M61-ESEN,ESEN-3204,MINSA,Enfermedades de Transmisión Sexual,1997,1
515.33/G79-ESEN,ESEN-3207,"GRANVILLE, William Anthony",Cálculo Diferencial e Integral,1980,1
515/H63-ESEN,ESEN-3209,"HOCKETT, Shirley; STERNSTEIN, Martin",Cálculo por Objetivos y Aplicaciones,1985,1
515.43/P62-ESEN,ESEN-3210,"PISKUNOV, N.",Solucionario de Cálculo Integral,,1
515.33/A94-ESEN,ESEN-3212,"AYRES, Frank; MENDELSON, Elliot",Cálculo Diferencial e Integral,1991,1
519.72/B29-ESEN,ESEN-3213,"BAZARAA, Mokhtar; JARVIS, John",Programación Lineal y Flujo en Redes,1989,1
519.76/A74-ESEN,ESEN-3214,"ARMITANO, O.; EDELMAN, J.; GARCIA, U.",Programación no Lineal,1985,1
512/L93-ESEN,ESEN-3215,"LUDLOW-WIECHERS, Jorge Antonio",Algebra Lineal,1987,1
516.3/F94-ESEN,ESEN-3216,"FULLER, Gordon",Geometría Analítica,1979,1
510/V44-ESEN,ESEN-3217,"VENERO, Armando",Matemáticas III,1985,1
512/L41-ESEN,ESEN-3218,"LEHMANN, Charles",Algebra,1987,1
512/B83-ESEN,ESEN-3219,"BRITTON, Jack; BELLO, Ignacio",Algebra y Trigonometría Contemporáneas,1986,1
512/L42-ESEN,ESEN-3220,"LEITHOLD, Louis",Algebra Superior,1975,1
330/T68-ESEN,ESEN-3221-3225,"TOLEDO, Alejandro","El Perú y América Latina en Crisis, Como Financiar el Crecimiento",1990,5
613/O65-ESEN,ESEN-3226,OPS,"Salud Internacional, Un Debate Norte-Sur",1992,1
617.03/D77-ESEN,ESEN-3227,"DOWNIE, Patricia",Kinesiología en Ortopedia y Reumatología,1987,1
617.03/Y98-ESEN,ESEN-3228,"XHARDEZ, Yves",Vademecum de Kinesioterapia y de Reeducción Funcional,1988,1
510/S28-ESEN,ESEN-3229,"SCRATON, R.","Métodos Numéricos Básicos, Introducción a las Matemáticas Numéricas con base en la Microcomputadora",1987,1
614.45/O65-ESEN,ESEN-3230-3233,OPS,"Taller sobre Planificación, Administración y Evaluación: Vigilancia Epidemiológica y Evaluación de Acciones del PAI",1998,4
614.47/-O65-ESEN,ESEN-3234-3237,OPS,"Taller sobre Planificación, Administración y Evaluación: Cadena de Frio",1998,4
515/S75-ESEN,ESEN-3238,"SPIEGEL, Murray","Cálculo Superior, teoría y 925 problemas resueltos",1969,1
515.33/A94-ESEN,ESEN-3243-3244,"AYRES, Frank","Cálculo Diferencial e Integral, teoría y 1175 problemas resueltos",1971,2
519/K84-ESEN,ESEN-3247,"KRUGLAK, Haym; MOORE, John",Teoría y Problemas de Matemáticas Aplicadas a Ciencia y Tecnología,1976,1
510/B16-ESEN,ESEN-3249-3254,"BAJPAI, A.; CALUS, I.; FAIRLEY, J.",Matemáticas para Ingeniería y Ciencias,1988,6
512.5/R53-ESEN,ESEN-3260,"RICH, Barnett","Algebra Elemental Moderna, teoría y 3500 problemas resueltos",1976,1
155.4/M61-ESEN,ESEN-3273,MINSA,EEDP Escala de Evaluación del Desarrollo Psicomotor de 0-24 meses,1995,1
610.736/C75-ESEN,ESEN-3276,J.S. Cook; K.L. Fontaine,Enfermería Psiquiátrica,1989,1
100/K84-ESEN,ESEN-3291,UNMSM,Viernes Filosófico. Seminario de Filosofía.,1988,1
301/S29-ESEN,ESEN-3292,"SCOTT, W.; MITCHELL, T.",Sociología de la organización,1978,1
301/CH567-ESEN,ESEN-3294,"Choque, Efrain",La burguesía comercial en Tacna,1988,1
330/A42-ESEN,ESEN-3295,S. Vito Aliaga Arauja,Manejo Empresarial por Excelencia,1994,1
301/G22-ESEN,ESEN-3296,"GARCIA NUÑEZ, Gonzalo","Perú: La visión de los peruanos excluidos, balance y perspectivas 1950-1995",1995,1
301.34/B26-ESEN,ESEN-3302,"BASIL, Douglas",Conducción y Liderazgo,1980,1
370/B64-ESEN,ESEN-3303,"BLOOM, Benjamin","Taxonomia de los Objetivos de la Educación, La Clasificación de las Metas Educacionales",1990,1
398.27/C28-ESEN,ESEN-3304,"CARDENAS TIMOTEO, Clara",Los Unaya y su Mundo,1989,1
362.1/P16-ESEN,ESEN-3309,"PAGANINI, J.; DE MORAES, H.",El Hospital público Tendencias y Perspectivas,1994,1
618.2/B76-ESEN,ESEN-3324-3325,"BOTERO, Jaime; JUBIZ, Alfonso; HENAO, Guillermo",Obstetricia y Ginecología,1990,2
610.736/R34-ESEN,ESEN-3331,"REEDER, Sharon; MASTROIANNI, Luigi; MARTIN, Leonide",Enfermería Materno-Infantil,1988,1
618.920/O34-ESEN,ESEN-3333,"O'DOHERTY, Neil",Atlas del Recien Nacido,1982,1
617.9/C75-ESEN,ESEN-3334,"COOK, J.; SANKARAN, B.; WASUNNA, A.",Cirugía General en el Hospital de Distrito,1989,1
153.42/T42-ESEN,ESEN-3336,"TESTA, Mario",Pensamiento Estratégico y Lógica de Programación (El Caso de  Salud),1989,1
612/S45-ESEN,ESEN-3345,"SEIDEL, H.; BALL, J.; DAINS, J.; BENEDICT, G.","Manual ""Mosby"" de Exploración Física",1995,1
613.6/V61-ESEN,ESEN-3346,UNISAP,Nutrición,1995,1
530/B88-ESEN,ESEN-3379,Frederick J. Bueche,Física para Estudiantes de Ciencia e Ingeniería,1988,1
516.3/L42-ESEN,ESEN-3382,"LEITHOLD, Louis",El Cálculo con Geometría Analítica,1987,1
539/M43-ESEN,ESEN-3383,"METZ, Clyde","Fisicoquímica, teoría y 589 problemas resueltos",1988,1
510/K81-ESEN,ESEN-3384,"KREYSZIG, Erwin",Matemáticas Avanzadas para Ingeniería,1977,1
516.3/F81-ESEN,ESEN-3386,"FRALEIGH, John",Cálculo con Geometría Analítica,1980,1
515.33/M26-ESEN,ESEN-3387,"MARKUSHEVICH, A.",Áreas y Logaritmos,1975,1
516.3/L42-ESEN,ESEN-3388,"LEITHOLD, Louis",El Cálculo con Geometría Analítica,1987,1
574.191/G81-ESEN,ESEN-3389,"GRIGERA, J. RAUL",Elementos de Biofísica,1980,1
547/K44-ESEN,ESEN-3390,"KERN, Donald",Procesos de Transferencias de Calor,1990,1
530/G31-ESEN,ESEN-3391,Sampat A. Gavande,"Física de Suelos, Principios y aplicaciones",1987,1
516.3/S79-ESEN,ESEN-3396-3398,"STEIN, Sherman",Cálculo y Geometría Analítica,1984,3
618.5/P87-ESEN,ESEN-3405,PROMUDEH,Legislación sobre Violencia Familiar,2000,1
615.1/A65-ESEN,ESEN-3413,"ARA, Ana; MARCHAND, Benoit",Buscando Remedio: Atención Básica y Uso de Medicamentos Esenciales,2001,1
616.98/M41-ESEN,ESEN-3414-3415,"MELGOSA, Julián",¡Sin Estrés!,1994,2
613/M81-ESEN,ESEN-3418,Mosby,Cuide de su salud    ,1997,1
613.02/M81-ESEN,ESEN-3419,MOSBY,Vida Sana + 02 videos,1997,1
530/B88-ESEN,ESEN-3420,"BUECHE, F.",Fundamentos de Física,1984,1
363.34/K96-ESEN,"ESEN-3421-3422, 4070-4073","KUROIWA, Julio",Reducción de desastres: Viviendo en armonía con la naturaleza,2002,6
320.092/C25-ESEN,ESEN-3423,FACE-UNJBG,Pensadores de la Escuela Nueva,1997,1
301/D52-ESEN,ESEN-3426,Raul Delgado Sayán,La Regionalización y la Empresa Privada,1991,1
618.12/O65-ESEN,ESEN-3441-3442,OPS,Infecciones respiratorias agudas ,1988,2
614.47/B84-ESEN,ESEN-3444-3445,"BARCELONA DE GUERRERO, Lucía",Guía para la Inmunización del Adulto,1990,2
307.4/O65-ESEN,ESEN-3451,OPS,Materiales de Enzeñanza para el Control de Malaria a Nivel Local,1994,1
614.793/O65-ESEN,"ESEN-3453, 3455, 3457, 3459-3460, 3463",OPS,Manual para Localización Lógica de Fallas y su Correción de de Equipo para la Salud,1989,6
547/C44-ESEN,"ESEN-3467-3468, 3698",OPS,Metodos de laboratorio para el diagnóstico de vibrio cholerae,1994,3
615.3/C33-ESEN,ESEN-3469,"CASTAGNETO, Horacio",Vademécum P.R,2000,1
610.736/O88-ESEN,"ESEN-3470-3472, 3873-3875, 3877-3879","OTTO, Shirley",Enfermería Oncológica,2002,9
610.736/T87-ESEN,ESEN-3473-3475,"MARTIN, Susan; CANOBBIO, Mary; VARGO, Eleanor; FYFE, Marjorie",Normas de Cuidado del Paciente,2002,3
610.7/K52-ESEN,ESEN-3476-3477,"KIDD, PAMELA; STURT, PATTY",Urgencias en Enfermería,1998,2
615.3/R84-ESEN,ESEN-3478,"ROSENSTEIN STER, Emilio",Diccionario de Especialidades Farmacéuticas ,2001,1
610.736/D18-ESEN,ESEN-3479,O.P.S,Termoregulación Neonatal,1982,1
610.736/D97-ESEN,ESEN-3480,O.P.S,Hipoglicemia Neonatal,1982,1
610.736/B24-ESEN,ESEN-3481,O.P.S,Las Primeras relaciones entre los padres y el niño,1982,1
141/L47-ESEN,ESEN-3482,O.P.S,"Determinación del riesgo del Neonato, Evaluación durante el periodo de transición",1982,1
610.736/S31-ESEN,ESEN-3483,O.P.S,Asistencia primaria de la mujer gestante: Pruebas de Laboratorio,1982,1
610.736/W53-ESEN,ESEN-3484,O.P.S,Determinación del Estado Materno: Evaluación de la Orina,1982,1
610.736/P74-ESEN,ESEN-3485,O.P.S,Medicamentos Seleccionados que se emplean durante el trabajo de parto y el alumbramiento: Efectos sobre el feto y neonato,1982,1
610.736/J67-ESEN,ESEN-3486,O.P.S,Empleo de Oxitócicos para inducir el parto,1982,1
610.7/K77-ESEN,ESEN-3490-3491,"KOZIER, B. Y OTROS.",Fundamentos de Enfermería: Conceptos Proceso y Práctica,1999,2
001.610/P75-ESEN,"ESEN-3492, 3512, 3865, 3882","POLIT, D.; HUNGLER, B.",Investigación Científica en Ciencias de Salud,2000,4
610.736/B85-ESEN,ESEN-3493,SMELTZER S.; BARE B.,Enfermería Médico Quirúrgico de Bruner y Suddarth,2002,2
641.12/Z77-ESEN,ESEN-3499,"ZIEGLER, Ekhard; FILER, L.",Conocimientos Actuales sobre Nutrición,1998,1
610/E88-ESEN,ESEN-3502-3503,E.Espinoza. J.Fonseca. D.Soto,Control de Calidad de Envases y Embalaje de Alimentos,2003,2
610/R91-ESEN,"ESEN-3504, 3635","RUBIO CEBRIAN, Santiago",Glosario de Economía de la Salud,1995,2
610.7/Z44-ESEN,ESEN-3505,"ZATOUROFF, MICHAEL",Atlas de Signos Físicos en Medicina General,1997,1
610.73/P79-ESEN,"ESEN-3510-3511, 3728, 3732, 3842-3843","POTTER, PATRICIA; PERRY, ANNE",Fundamentos de Enfermería 5ta Ed,2002,6
610.73/A83-ESEN,"ESEN-3514, 3630","GRIF ALSPACH, Joann",Cuidados Intensivos de Enfermería en el Adulto,2000,2
614/O65-ESEN,"ESEN-3516, 3711",OPS/OMS Oficina Regional ,Módulo de principios de epidemiología para el control de enfermedades: Manual del Facilitador de Grupos,2002,2
614/O65-ESEN,"ESEN-3517, 3712",OPS/OMS Oficina Regional ,Módulo de principios de epidemiología para el control de enfermedades Unidad 1,2002,2
614/O65-ESEN,"ESEN-3518, 3713",OPS/OMS Oficina Regional ,Módulo de principios de epidemiología para el control de enfermedades Unidad 2,2002,2
614/O65-ESEN,"ESEN-3519, 3714",OPS/OMS Oficina Regional ,Módulo de principios de epidemiología para el control de enfermedades Unidad 3,2002,2
614/O65-ESEN,"ESEN-3520, 3715",OPS/OMS Oficina Regional ,Módulos de Principios de Epidemiología para el Control de Enfermedades: Vigilancia en Salud Pública,2002,2
614/O65-ESEN,"ESEN-3521, 3716",OPS/OMS Oficina Regional ,Módulos de Principios de Epidemiología para el Control de Enfermedades: Investigación Epidemiológica de Campo: Aplicación al Estudio de Brotes,2002,2
614/O65-ESEN,"ESEN-3522, 3717",OPS/OMS Oficina Regional ,Módulos de Principios de Epidemiología para el Control de Enfermedades: Control de Enfermedades en la Población,2002,2
610.03/M87-ESEN,ESEN-3524,Mosby,Diccionario MOSBY POCKET de Medicina y Ciencias de la Salud,1998,1
616/M97-ESEN,ESEN-3526-3528,"MURTAGH, John",Práctica de Medicina General,1996,3
610.1/M35-ESEN,ESEN-3529-3532,"MEERHOFF, Ricardo","Descentralización, Financiamiento, Costeo y Autogestión de Establecimientos de Salud: Una visión Integrada",1997,4
610.730/O65-ESEN,"ESEN-3533, 3539, 3545, 3805, 4130","SEGARRA, Maria; CASTILLO DE SOLANO, Alcira",Registros Médicos y de Salud Módulos de Aprendizaje: Manual para el Instructor,1991,5
610.730/O65-ESEN,"ESEN-3534, 3540, 3546, 3803, 3810","SEGARRA, Maria; CASTILLO DE SOLANO, Alcira",Registros Médicos y de Salud Módulos de Aprendizaje: Registros de Salud e Historia Clínica,1991,5
610.730/O65-ESEN,"ESEN-3535, 3541, 3547, 3808-3809","SEGARRA, Maria; CASTILLO DE SOLANO, Alcira",Registros Médicos y de Salud Módulos de Aprendizaje: Identificación de Historias Clínicas,1991,5
610.730/O65-ESEN,"ESEN-3536, 3542-3543, 3548","SEGARRA, Maria; CASTILLO DE SOLANO, Alcira",Registros Médicos y de Salud Módulos de Aprendizaje: Evaluación Técnica de las Historias Clínicas,1991,4
610.7306/O65-ESEN,"ESEN-3537,3543, 3550, 3802, 4132",Organizaciòn Panamericana de la Salud,El archivo de historias clínicas. Registros Médicos y de Salud Módulos de Aprendizaje.,1991,5
610.730/O65-ESEN,"ESEN-3538, 3544, 3804, 3807","SEGARRA, Maria; CASTILLO DE SOLANO, Alcira",Registros Médicos y de Salud Módulos de Aprendizaje: Organización del Registro de Cancer de Hospital,1991,4
610.6/O65-ESEN,"ESEN-3557-3558, 3696",OPS,Tabaco o Salud: Situación en las Américas,1992,3
610.6/O65-ESEN,"ESEN-3559-3560, 3690",OPS,Estadísticas de Salud de las Américas,1992,3
618.97/M61-ESEN,ESEN-3572,Ministerio de Salud,Guías de Atención Integral de Salud del Adulto Mayor,2004,1
610.6/M61-ESEN,ESEN-3573,MINSA,Curso de Gestión en las Redes de Establecimientos y Servicios de Salud: Plan Operativo Institucional,1998,1
610.73/N22-ESEN,ESEN-3574,NANDA,Diagnósticos Enfermeros: Definiciones y Clasificación 2003-2004,2003,1
985.09/Y49-ESEN,"ESEN-3575, 3596","YEPES DEL CASTILLO, Ernesto",Memoria y Destino del Perú-Textos Escenciales-Jorge Basadre,2004,2
611.8/A75-ESEN,ESEN-3577,"AMEERALLY, Phillip",Cursos CRASH de MOSBY Lo Esencial en Anatomía,1998,1
612.39/S93-ESEN,ESEN-3578,"SUNTHARESWARAN, Romeshan",Lo Esencial en Sistema Cardiovascular,1998,1
611/46-ESEN,ESEN-3579,"NETTER, Frank",Atlas de Anatomía Humana,2000,1
610.736/T29-ESEN,"ESEN-3580-3581, 3953","SCHULTE, Elizabeth; PRICE, Debra; GWIN, Julie",Enfermería Pediátrica de Thompson,2002,3
306.857/O65-ESEN,"ESEN-3583-3584, 3826, 3861",OPS,La Familia su dinámica y tratamiento ,2003,4
617.9/B84-ESEN,ESEN-3585,"BROOKS, Shirley M.",Enfermería de Quirófano,1981,1
614.1/CH55-ESEN,ESEN-3586-3587,"CHIN, James",El Control de las Enfermedades Transmisibles,2001,2
615.1/S47-ESEN,ESEN-3588,"SCHNEIDER, Carlos","Vademecum Farmacológico, Genérico y de Marcas",2004,1
615.78/C12-ESEN,ESEN-3592,"CABALLERO MARTINEZ, Fernando",Las Drogas Educación y Prevención,2004,1
574.1/H51-ESEN,ESEN-3594,"HICKS GOMEZ, Juan Jose",Bioquímica,2001,1
641.3/M63-ESEN,ESEN-3595,"MUÑOZ M., LEDESMA",Tablas de Valor Nutritivo de Alimentos,2002,1
613/O65-ESEN,"ESEN-3597-3598, 4074-4577",OPS,Vida Suplemento de Salud Antología 1990-1995,2002,6
618.2/M61-ESEN,"ESEN-3599-3600, 3967",Ministerio de Salud,Guías Nacionales de Atención Integral de la Salud Sexual y Reproductiva,2004,3
613.6/M61-ESEN,ESEN-3606,MINSA,Módulo de Capacitación Orientación y Manejo Alimentario Nutricional,2000,1
626.02/C94-ESEN,ESEN-3607,LEXUS,Manual Práctico de Primeros Auxilios,2004,1
626.02/A94-ESEN,ESEN-3608-3609,"SALGADO ALBA, A.",Rehabilitación Geriátrica,,2
612.3/S16-ESEN,ESEN-3610,Instituo Nacional de Salud,"Seminario Taller de Alimentación y Nutrición I: ""Nutrición Materno Infantil""",2004,1
612.3/I81-ESEN,ESEN-3611,Instituo Nacional de Salud,Metodología de Capacitación en sesiones demostrativas en alimentación y nutrición para gestantes y niños menores de 3 años,2004,1
612.3/S16-ESEN,ESEN-3612,Instituo Nacional de Salud,Seminario Taller: Consejeria Nutricional,2004,1
612.3/M63-ESEN,ESEN-3613,"MUÑOZ DE CHAVEZ, Miriam",Tablas de Valor Nutritivo de Alimentos,2002,1
155.1/M61-ESEN,ESEN-3615,MINSA,Normas de Control de Enfermedades Prevenibles por Vacunación ,1995,1
610.73/R46-ESEN,ESEN-3618,MINSA,Manual Instructivo para Coordinadores del Programa de Salud Mental enTacna,,1
616/N94-ESEN,ESEN-3619,MINSA,Normas para el control de la Rabia,1997,1
614.3/S22-ESEN,ESEN-3620,MINSA, Lineamientos para el Servicio de Consejería en ETS y VIH/SIDA,1998,1
610.7/T58-ESEN,ESEN-3626,"TIPACTI SOTOMAYOR, Elide",Manual de Técnicas y Procedimientos Básicos en Enfermería,2003,1
610.73/O65-ESEN,"ESEN-3627, 3905",OPS,Manual de Diagnóstico y Tratamiento en Especialidades Clínicas,2003,2
618.92/H65-ESEN,ESEN-3628-3629,"HOEKELMAN, Robert A.",Atención Primaria en Pediatría,2002,2
615.5/R24-ESEN,ESEN-3631,"RANG, H.P.; DALE, M.M.",Farmacología,2002,1
612.3/F76-ESEN,ESEN-3632,"FOMON, Samuel J.",Nutrición del Lactante,2000,1
610.7/D31-ESEN,ESEN-3633,"DAVIS, Mark",Signos y Síntomas en Medicina de Urgencias,1999,1
617.9/S95-ESEN,ESEN-3634,"SUROS BATLLO, Antonio",Semiología médica y técnica Exploratoria,2001,1
001.42/H43-ESEN,ESEN-3636,"HERNANDEZ, R.; FERNANDEZ, C.; BAPTISTA, P.",Metodología de la Investigación,2003,1
613.94/O65-ESEN,ESEN-3637,OMS,Criterios Médicos de Elegilibilidad para el uso de Anticonceptivos,2005,1
001.42/R47-ESEN,ESEN-3639,"REYES CAMPOS, César",Problemas de Investigación en Relaciones Industriales,1999,1
001.42/R47-ESEN,ESEN-3640,"VARGAS OCAMPO, Francisco",Educación para la Salud,1999,1
001.72/T18-ESEN,ESEN-3641,"TAMAYO Y TAMAYO, Mario",Diccionario de la Investigación Científica,2002,1
618.92/S22-ESEN,ESEN-3642,"SANCHEZ MENDIOLA, Melchor",Medicina pediátrica basada en evidencias,2004,1
544.192/M96-ESEN,ESEN-3643,"MURRAY, R.; GRANNER, D.; Y OTROS",Harper-Bioquímica Ilustrada,2004,1
615.3/R84-ESEN,ESEN-3644,COLEGIO MEDICO DEL PERU,Diccionario de Especialidades Farmaceúticas,2005,1
618.2/D84-ESEN,ESEN-3645,"DIXON, Michael",ABC de Enfermedades del Seno,2004,1
618.97/V31-ESEN,ESEN-3646,"VARELA PINEDO, Luis",Tópicos Selectos en Geriatría ,2000,1
612/F15-ESEN,ESEN-3647,FOROSALUD,I Conferencia Nacional de Salud. La Salud Un Derecho para Todos,2003,1
618/G24-ESEN,ESEN-3649,Movimiento Manuela Ramos,Infecciones de tracto Reproductivo en Mujeres de Zonas Rurales del Perú: Un Enemigo silencioso,2004,1
613/F74-ESEN,ESEN-3651,Red Nacional de Promoción de la mujer,Monitoreo de las Acciones de Promoción y Desarrollo,1997,1
610.73/V39-ESEN,ESEN-3652,"VELA DE CORDOVA, Victoria Nora",Contra Viento y Marea. Reseña Histórica de la Creación de la Facultad de Enfermería de Tacna,2006,1
363.35/I59-ESEN,ESEN-3653-3656,INSTITUTO NACIONAL DE DEFENSA CIVIL,Manual de Conocimientos Básicos para Comites de Defensa Civil y Oficinas de Defensa Civil,2004,4
618/G87-ESEN,ESEN-3657,"GUERRERO VASQUEZ, Rossina",Servicios de Salud para las Víctimas de Violencia Serval: Un análisis del cumplimiento de los compromisos Nacionales e Internacionales.,2006,1
616.9/C78-ESEN,ESEN-3658,"CORREA, J.; GOMEZ, J.; ROSADA, R.","Fundamentos de Pediatría: Cardiología, Gastroenterología, Endocrinología y Dermatología",2002,1
610.730/B17-ESEN,"ESEN-3659, 3850","BALDERAS PEDRERO, María de la Luz",Administración de los servicios de enfermería,2005,2
610.7/O65-ESEN,"ESEN-3660, 4086",Organización Mundial de la Salud,Modelos de Psicología Comunitaria para la Promoción de la Salud y Prevención de Enfermedades en las Américas,2000,2
001.42/B94-ESEN,"ESEN-3661, 3838, 3883-3884, 3887","BURNS, N.; GROVE, S.",Investigación en Enfermería,2004,5
610.73/B85-ESEN,"ESEN-3662-3663, 3730-3731, 3738-3739, 3885-3886",SMELTZER S.; BARE B.,Enfermería Médicoquirúrgica,2005,8
615.85/F15-ESEN,ESEN-3664-3665,"FORES, Ramon",Tratamientos Naturales: Terapias y consejos para la salud,2006,2
610.736/T52-ESEN,ESEN-3666,"Ticona Pajares, Luz M.",Atención de enfermería al niño lactante,2000,1
610.7/T58-ESEN,ESEN-3667,"TIPACTI SOTOMAYOR, Elide",El Proceso de Atención de Enfermería: Teoría y Práctica,2005,1
610.73/C27-ESEN,ESEN-3668,"CARPENITO, Lynda Juall",Diagnostico de Enfermería,1994,1
174.616/R94-ESEN,"ESEN-3669, 3854","RUMBOLD, Graham",Ética en Enfermería.,2004,2
361.1/U36-ESEN,ESEN-3670,"ULIN, Priscilla y Otros.",INVESTIGACION APLICADA EN SALUD PUBLICA .Métodos cualitativos,2006,1
301/C33-ESEN,"ESEN-3671, 3896-3897","CASTRO C.; GOMEZ, O.; BENGUIGUI, Y.","La niñez, La Familia y la Comunidad",2004,3
610.7/A32-ESEN,ESEN-3672,"AGUILAR CORDERO, María José","Tratado de Enfermería Infantil, Cuidados Pediatricos.",2006,1
610.73/C27-ESEN,"ESEN-3673, 3727","CARPENITO, Lynda Juall",Diagnostico de Enfermería Aplicaciones a la practica clinica,2003,2
610.730/V61-ESEN,"ESEN-3674, 3740, 3851-3852",VELANDIA A.;SANCHEZ B.; Y OTROS,El Arte y la Ciencia del Cuidado,2002,4
610.736/U61-ESEN,ESEN-3675,"Universidad de Colombia, Sede Bogota, Facultad de Enfermería, Grupo de Cuidados. ",Dimensiones del Cuidado,1998,1
610.730/P59-ESEN,"ESEN-3676, 3741, 3949, 4316","Pinto A., Natividad. Grupo de Cuidado",Cuidado y práctica de Enfermería,2006,4
618.24/O25-ESEN,ESEN-3677,Organizaciòn Panamericana de la Salud,Manual de atención integrada a las enfermedades prevalentes de la infancia,2004,1
